Scientific.name,Common.name,Iconic.taxon.name,Taxon #,Place.guess,Latitude,Longitude
Coccinella septempunctata,Seven-spotted Lady Beetle,Insecta,51702,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.130945,-118.5090417
Euphydryas chalcedona,Variable Checkerspot,Insecta,50892,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13055,-118.5103217
Cathartes aura,Turkey Vulture,Aves,4756,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13055,-118.5103217
Corvus corax,Common Raven,Aves,8010,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13055,-118.5103217
Trimerotropis pallidipennis,Pallid-winged Grasshopper,Insecta,51493,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13055,-118.5103217
Vanessa virginiensis,American Lady,Insecta,48549,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13055,-118.5103217
Satyrium tetra,Mountain Mahogany Hairstreak,Insecta,59136,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13055,-118.5103217
Euphilotes bernardino,Bernardino Blue,Insecta,59159,"Los Angeles County, US-CA, US",34.09236311,-118.473323
Myiarchus cinerascens,Ash-throated Flycatcher,Aves,16010,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13073333,-118.5094533
Aspidoscelis tigris,Western Whiptail,Reptilia,38671,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13073333,-118.5094533
Encelia californica,California brittlebush,Plantae,64141,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12857,-118.50502
Salvia mellifera,black sage,Plantae,50643,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12857,-118.50502
Phacelia viscida,Sticky Phacelia,Plantae,78532,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12857,-118.50502
Hazardia squarrosa,saw-toothed goldenbush,Plantae,64142,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12802833,-118.5044467
Trimerotropis pallidipennis,Pallid-winged Grasshopper,Insecta,51493,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13112833,-118.50872
Arctostaphylos glandulosa,Eastwood's Manzanita,Plantae,53353,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.130945,-118.5090417
Claytonia perfoliata,miner's lettuce,Plantae,52994,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13093,-118.5090633
Uresiphita reversalis,Genista Broom Moth,Insecta,121716,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13055,-118.5103217
Lupinus hirsutissimus,Stinging Lupine,Plantae,58902,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12962167,-118.5073383
Juglans californica,Southern California Walnut,Plantae,54503,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12936167,-118.5070417
Malva parviflora,cheeseweed mallow,Plantae,58202,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12780833,-118.5041883
Nerium oleander,oleander,Plantae,47563,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12783,-118.5039883
Mesembryanthemum crystallinum,Crystalline ice plant,Plantae,49319,national cabrillo,32.673543,-117.242519
Opuntia littoralis,coastal prickly pear,Plantae,78266,national cabrillo,32.673543,-117.242519
Astragalus trichopodus,Santa Barbara Milkvetch,Plantae,75688,United States,32.60931162,-117.2835081
Sceloporus occidentalis,Western Fence Lizard,Reptilia,36204,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12783,-118.5041667
Solanum douglasii,greenspot nightshade,Plantae,64105,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12783,-118.5041667
Ricinus communis,castor bean,Plantae,56739,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12783,-118.5041667
Sceloporus occidentalis,Western Fence Lizard,Reptilia,36204,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12783,-118.5041667
Pieris rapae,Cabbage White,Insecta,55626,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12783,-118.5041667
Lonicera subspicata,Southern Honeysuckle,Plantae,58100,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12783,-118.5041667
Ambrosia acanthicarpa,annual bur-sage,Plantae,57909,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12783,-118.5041667
Amblyopappus pusillus,dwarf coastweed,Plantae,75404,national cabrillo,32.673543,-117.242519
Bahiopsis laciniata,San Diego County Viguiera,Plantae,75736,United States,32.66089396,-117.2842412
Calochortus weedii,Weed's Mariposa Lily,Plantae,75947,United States,32.67981687,-117.2335301
Mammillaria dioica,fish hook cactus,Plantae,68191,national cabrillo,32.673543,-117.242519
Deinandra fasciculata,Clustered Tarweed,Plantae,58819,"28831-29045 Mulholland Hwy Agoura Hills, CA 91301",34.112957,-118.7533493
Pelecanus occidentalis,Brown Pelican,Aves,4328,"Cabrillo National Monument, Point Loma, San Diego, California",32.671437,-117.235641
Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007,"Cabrillo National Monument, Point Loma, San Diego, California",32.672688,-117.238138
Hydroprogne caspia,Caspian Tern,Aves,144537,"Cabrillo National Monument, Point Loma, San Diego, California",32.673191,-117.236153
Mesembryanthemum crystallinum,Crystalline ice plant,Plantae,49319,"2475 Cabrillo Rd San Diego, CA 92106",32.67162323,-117.2439041
Yucca schidigera,Mojave yucca,Plantae,68400,"2475 Cabrillo Rd San Diego, CA 92106",32.67162323,-117.2439041
Cneoridium dumosum,Bushrue,Plantae,76402,"2475 Cabrillo Rd San Diego, CA 92106",32.67384338,-117.2442398
Calochortus weedii,Weed's Mariposa Lily,Plantae,75947,United States,32.69232643,-117.2493976
Nassella lepida,foothill needle grass,Plantae,165656,"2475 Cabrillo Rd San Diego, CA 92106",32.67384338,-117.2442398
Cistanthe maritima,seaside calandrinia,Plantae,76361,United States,32.62017187,-117.2365763
Aphanisma blitoides,aphanisma,Plantae,75488,United States,32.73388522,-117.245646
Atriplex lentiformis,big saltbush,Plantae,58118,"515B Cabrillo Memorial Dr San Diego, CA 92106",32.67505264,-117.2461853
Suaeda taxifolia,Woolly Seablite,Plantae,79288,United States,32.66927375,-117.3207335
Dudleya pulverulenta,Chalk Dudleya,Plantae,76737,"Cabrillo Rd San Diego, CA 92106",32.67491913,-117.245491
Eriogonum fasciculatum,California buckwheat,Plantae,54999,"Cabrillo Rd San Diego, CA 92106",32.67435455,-117.2448807
Heliotropium curassavicum,alkali heliotrope,Plantae,58058,"Cabrillo Rd San Diego, CA 92106",32.67435455,-117.2448807
Isocoma menziesii,Coastal Goldenbush,Plantae,77511,"Cabrillo Rd San Diego, CA 92106",32.67435455,-117.2448807
Mirabilis laevis,Wishbone bush,Plantae,78082,"Cabrillo Rd San Diego, CA 92106",32.67435455,-117.2448807
Gryllodes sigillatus,Tropical House Cricket,Insecta,154340,"Cabrillo National Monument, San Diego, CA, US",32.67455279,-117.2395116
Euphilotes bernardino,Bernardino Blue,Insecta,59159,"Los Angeles County, US-CA, US",34.00795392,-118.4631226
Prunus ilicifolia ilicifolia,holly-leaved cherry,Plantae,59002,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13028333,-118.5077367
Dudleya lanceolata,lanceleaf liveforever,Plantae,58137,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13028333,-118.5077367
Aspidoscelis tigris,Western Whiptail,Reptilia,38671,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13132167,-118.50872
Erynnis funeralis,Funereal Duskywing,Insecta,59188,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13132167,-118.50872
Trichodes ornatus,Ornate Checkered Beetle,Insecta,61157,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13132167,-118.50872
Ochlodes agricola,Rural Skipper,Insecta,55785,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13145833,-118.5087283
Leptotes marina,Marine Blue,Insecta,59152,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13145833,-118.5087283
Spartium junceum,Spanish Broom,Plantae,47406,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13028333,-118.5077367
Largus californicus,California Bordered Plant Bug,Insecta,52986,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13132167,-118.50872
Acmispon glaber,deerweed,Plantae,53134,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13145833,-118.5087283
Triodoclytus lanifer,,Insecta,319188,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13123,-118.508575
Satyrium tetra,Mountain Mahogany Hairstreak,Insecta,59136,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13152,-118.5087283
Forficula auricularia,European Earwig,Insecta,61524,"515B Cabrillo Memorial Dr San Diego, CA 92106",32.67739624,-117.2420197
Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,"Cabrillo National Monument, San Diego, CA, US",32.67164167,-117.241195
Augochlorella pomoniella,Peridot Bee,Insecta,82525,"515B Cabrillo Memorial Dr San Diego, CA 92106",32.67741384,-117.242091
Ischyropalpus nitidulus,,Insecta,222307,"515B Cabrillo Memorial Dr San Diego, CA 92106",32.67700352,-117.2428436
Blatta orientalis,Oriental Cockroach,Insecta,154213,"Old Point Loma Lighthouse, San Diego, CA, US",32.67166167,-117.2409833
Cylindropuntia californica,California Cholla,Plantae,76564,"Cabrillo National Monument, San Diego, CA, US",32.67305555,-117.2442244
Peritoma arborea,Bladderpod,Plantae,78440,"Cabrillo National Monument, San Diego, CA, US",32.67014592,-117.2435699
Pterostegia drymarioides,Fairy Mist,Plantae,53191,"Cabrillo National Monument, San Diego, CA, US",32.66958895,-117.2439101
Dudleya lanceolata,lanceleaf liveforever,Plantae,58137,national cabrillo,32.673543,-117.242519
Blatta orientalis,Oriental Cockroach,Insecta,154213,"Cabrillo National Monument, San Diego, CA, US",32.67151667,-117.2405867
Gryllus lineaticeps,Variable Field Cricket,Insecta,322927,"Fort Rosecrans Military RSV, San Diego, CA, US",32.66948333,-117.2406617
Platanus racemosa,western sycamore,Plantae,58231,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10226389,-118.7369
Salvia leucophylla,purple sage,Plantae,58191,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10164167,-118.7366944
Coridromius chenopoderis,,Insecta,202774,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.67442125,-117.2413117
Eleodes acuticauda,,Insecta,790479,"Cabrillo National Monument, San Diego, CA, US",32.670855,-117.2401283
Cylindropuntia californica,California Cholla,Plantae,76564,"Cabrillo Rd San Diego, CA 92106",32.67435455,-117.2448807
Dudleya edulis,Fingertips,Plantae,76730,"Cabrillo Rd San Diego, CA 92106",32.67435455,-117.2448807
Malephora crocea,coppery mesemb,Plantae,77946,"Cabrillo Rd San Diego, CA 92106",32.67435455,-117.2448807
Mammillaria dioica,fish hook cactus,Plantae,68191,"2475 Cabrillo Rd San Diego, CA 92106",32.67411041,-117.2450333
Leymus condensatus,giant wild rye,Plantae,164673,"2475 Cabrillo Rd San Diego, CA 92106",32.67411041,-117.2450333
Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007,"2475 Cabrillo Rd San Diego, CA 92106",32.67411041,-117.2450333
Astragalus trichopodus,Santa Barbara Milkvetch,Plantae,75688,United States,32.70289913,-117.3959508
Heliotropium curassavicum,alkali heliotrope,Plantae,58058,"2475 Cabrillo Rd San Diego, CA 92106",32.67411041,-117.2450333
Nicotiana clevelandii,Cleveland's tobacco,Plantae,78219,"2498 Cabrillo Rd San Diego, CA 92106",32.66704559,-117.2420959
Aspidoscelis hyperythrus beldingi,Belding’s Orange-throated Whiptail,Reptilia,734670,"2498 Cabrillo Rd San Diego, CA 92106",32.66698837,-117.2422028
Astragalus trichopodus,Santa Barbara Milkvetch,Plantae,75688,United States,32.77647504,-117.3131149
Cylindropuntia prolifera,Coast Cholla,Plantae,76567,"2475 Cabrillo Rd San Diego, CA 92106",32.66677475,-117.24263
Deinandra fasciculata,Clustered Tarweed,Plantae,58819,"2475 Cabrillo Rd San Diego, CA 92106",32.66677475,-117.24263
Atriplex semibaccata,berry saltbush,Plantae,60177,"2475 Cabrillo Rd San Diego, CA 92106",32.66677475,-117.24263
Corythucha eriodictyonae,,Insecta,486624,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.67399792,-117.2423256
Hesperoyucca whipplei,chaparral yucca,Plantae,58362,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10086111,-118.7349028
Sceloporus occidentalis longipes,Great Basin Fence Lizard,Reptilia,36207,"515B Cabrillo Memorial Dr San Diego, CA 92106",32.6765702,-117.2423815
Latrodectus hesperus,Western Black Widow,Arachnida,47382,"Humphreys Rd San Diego, CA 92106",32.67260977,-117.2407563
Corythucha incurvata,,Insecta,372439,"515B Cabrillo Memorial Dr San Diego, CA 92106",32.67718046,-117.2426253
Peucetia viridans,Green Lynx Spider,Arachnida,126777,"515B Cabrillo Memorial Dr San Diego, CA 92106",32.67666626,-117.2425003
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego, CA, US",32.67091555,-117.2412339
Salvia mellifera,black sage,Plantae,50643,national cabrillo,32.673543,-117.242519
Diplacus longiflorus,southern bush monkeyflower,Plantae,161945,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10068611,-118.7341833
Elgaria multicarinata,Southern Alligator Lizard,Reptilia,32055,"Santa Monica Mountains National Recreation Area, Agoura Hills, CA, US",34.11393616,-118.7535267
Blatta orientalis,Oriental Cockroach,Insecta,154213,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.6741409,-117.2403752
Rhus integrifolia,lemonade berry,Plantae,55009,national cabrillo,32.673543,-117.242519
Hesperoyucca whipplei,chaparral yucca,Plantae,58362,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10058333,-118.7341694
Callophrys augustinus,Brown Elfin,Insecta,58543,"28128-28798 Mulholland Hwy Agoura Hills, CA 91301",34.11031723,-118.7445145
Hesperoyucca whipplei,chaparral yucca,Plantae,58362,"Overlook Trail Agoura Hills, CA 91301",34.116642,-118.7605515
Xanthomendoza hasseana,Poplar Sunburst Lichen,Fungi,174751,"Paramount Ranch Rd Agoura Hills, CA 91301",34.11499405,-118.7572479
Aphelocoma californica,California Scrub-Jay,Aves,506118,"Cabrillo National Monument, Point Loma, San Diego, California",32.674229,-117.240561
Melozone crissalis,California Towhee,Aves,73044,"Cabrillo National Monument, San Diego County, US-CA, US",32.67369,-117.24062
Sambucus cerulea,blue elder,Plantae,143799,"Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.13028333,-118.5077367
Lycium californicum,California boxthorn,Plantae,77904,"Cabrillo National Monument, San Diego, CA, US",32.674325,-117.2452383
Artemisia californica,California sagebrush,Plantae,53357,"Cabrillo National Monument, San Diego, CA, US",32.67356167,-117.2446283
Uta stansburiana,Common Side-blotched Lizard,Reptilia,36094,"Cabrillo National Monument, Point Loma, San Diego, California",32.66957,-117.24047
Sylvilagus audubonii,Desert Cottontail,Mammalia,43115,"Cabrillo National Monument, Point Loma, San Diego, California",32.67063,-117.23866
Lampropeltis californiae,California King Snake,Reptilia,146199,"Cabrillo National Monument, Point Loma, San Diego, California",32.67227,-117.24049
Deinandra fasciculata,Clustered Tarweed,Plantae,58819,"Cabrillo National Monument, San Diego, CA, US",32.673605,-117.2446667
Eriogonum fasciculatum,California buckwheat,Plantae,54999,"Cabrillo National Monument, San Diego, CA, US",32.673605,-117.2446667
Opuntia littoralis,coastal prickly pear,Plantae,78266,"Cabrillo National Monument, San Diego, CA, US",32.673575,-117.2448583
Encelia californica,California brittlebush,Plantae,64141,"Cabrillo National Monument, San Diego, CA, US",32.67363333,-117.2449283
Euphorbia misera,cliff spurge,Plantae,77116,United States,32.63699278,-117.3105553
Mesembryanthemum crystallinum,Crystalline ice plant,Plantae,49319,"Cabrillo National Monument, San Diego, CA, US",32.67207167,-117.24482
Cardionema ramosissimum,Sandcarpet,Plantae,60988,"Cabrillo National Monument, San Diego, CA, US",32.67143333,-117.2443167
Marah macrocarpa,Chilicothe,Plantae,77959,"Cabrillo National Monument, San Diego, CA, US",32.67304167,-117.244605
Acmispon glaber,deerweed,Plantae,53134,"Cabrillo National Monument, San Diego, CA, US",32.67520833,-117.2428583
Baccharis sarothroides,desert broom,Plantae,52108,"Cabrillo National Monument, San Diego, CA, US",32.67512833,-117.2429583
Castilleja foliolosa,Woolly Indian Paintbrush,Plantae,56760,"Cabrillo National Monument, San Diego, CA, US",32.675095,-117.24292
Baccharis pilularis,coyote brush,Plantae,53359,"Old Point Loma Lighthouse, San Diego, CA, US",32.67274167,-117.240905
Lampropeltis californiae,California King Snake,Reptilia,146199,"Old Point Loma Lighthouse, San Diego, CA, US",32.67227167,-117.24053
Lampropeltis,Kingsnakes and Milk Snakes,Reptilia,29768,"Cabrillo National Monument, San Diego, CA, US",32.67225,-117.2405033
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Fort Rosecrans Military RSV, San Diego, CA, US",32.66900333,-117.2380917
Quercus dumosa,Nuttall's scrub oak,Plantae,64137,United States,32.64081181,-117.359125
Ceanothus verrucosus,Wart-stemmed Ceanothus,Plantae,76200,United States,32.77188348,-117.3253441
Pertusaria flavicunda,Sulphur Wart Lichen,Fungi,227539,"92106, San Diego, CA, US",32.6713,-117.2367633
Aspidoscelis hyperythrus beldingi,Belding’s Orange-throated Whiptail,Reptilia,734670,"Bayside Trl, San Diego, CA, US",32.66945,-117.2380667
Pinus torreyana,Torrey pine,Plantae,78587,"Old Point Loma Lighthouse, San Diego, CA, US",32.67262843,-117.2409619
Sceloporus occidentalis longipes,Great Basin Fence Lizard,Reptilia,36207,"Cabrillo National Monument, Point Loma, San Diego, California",32.67166,-117.24048
Sceloporus occidentalis longipes,Great Basin Fence Lizard,Reptilia,36207,"Cabrillo National Monument, Point Loma, San Diego, California",32.67127,-117.24059
Sceloporus occidentalis longipes,Great Basin Fence Lizard,Reptilia,36207,"Cabrillo National Monument, Point Loma, San Diego, California",32.67078,-117.24007
Uta stansburiana,Common Side-blotched Lizard,Reptilia,36094,"Cabrillo National Monument, Point Loma, San Diego, California",32.66952,-117.2406
Apis mellifera,Western Honey Bee,Insecta,47219,"Cabrillo National Monument, Point Loma, San Diego, California",32.67043,-117.23976
Eschscholzia californica,California poppy,Plantae,48225,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.09781389,-118.7428667
Foeniculum vulgare,fennel,Plantae,53052,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10088611,-118.7409139
Keckiella cordifolia,heartleaf keckiella,Plantae,62063,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.10081389,-118.7408056
Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713,"Cabrillo National Monument, San Diego, CA, US",32.67381694,-117.2406898
Diplacus longiflorus,southern bush monkeyflower,Plantae,161945,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10081944,-118.7407694
Eriophyllum confertiflorum,Golden Yarrow,Plantae,53395,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10100278,-118.7403944
Conium maculatum,poison hemlock,Plantae,52998,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10144722,-118.7402806
Conium maculatum,poison hemlock,Plantae,52998,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10146667,-118.7403944
Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713,"Cabrillo National Monument, San Diego County, US-CA, US",32.67381062,-117.2405836
Platanus racemosa,western sycamore,Plantae,58231,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10218889,-118.7404111
Dudleya lanceolata,lanceleaf liveforever,Plantae,58137,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10273333,-118.7397528
Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713,"Cabrillo National Monument, San Diego County, US-CA, US",32.673805,-117.24067
Toxicodendron diversilobum,Pacific poison oak,Plantae,51080,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10252778,-118.7392889
Quercus agrifolia,coast live oak,Plantae,47850,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.1025,-118.7392583
Platanus racemosa,western sycamore,Plantae,58231,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10266944,-118.7389972
Azolla filiculoides,water fern,Plantae,58754,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10266111,-118.7381444
Fraxinus velutina,velvet ash,Plantae,64132,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10262778,-118.738175
Centaurea solstitialis,Yellow Starthistle,Plantae,52588,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.10230556,-118.7368694
Centrodera tenera,,Insecta,322892,"Cabrillo National Monument, San Diego, CA, US",32.67423833,-117.2394167
Schismus barbatus,common Mediterranean grass,Plantae,58386,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.67388153,-117.2397232
Crassula connata,sand pygmyweed,Plantae,57016,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.6740303,-117.2402878
Cupressus macrocarpa,Monterey cypress,Plantae,322545,"Humphreys Rd San Diego, CA 92106",32.67317581,-117.2410126
Sisymbrium irio,London rocket,Plantae,58085,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.67466736,-117.2394714
Sonchus oleraceus,Common Sow-thistle,Plantae,53294,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.67498779,-117.2394791
Polypogon monspeliensis,rabbitfoot grass,Plantae,57197,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.6749649,-117.2394562
Xylococcus bicolor,mission manzanita,Plantae,79543,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.6750946,-117.2392273
Amblyopappus pusillus,dwarf coastweed,Plantae,75404,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.67363739,-117.2415161
Platanthera cooperi,Cooper's Rein Orchid,Plantae,840644,United States,32.68893824,-117.319141
Bothriochloa barbinodis,cane bluestem,Plantae,75841,"Humphreys Rd San Diego, CA 92106",32.67325974,-117.2407684
Bergerocactus emoryi,Golden-spined Cereus,Plantae,75759,United States,32.68119713,-117.3127512
Adenostoma fasciculatum,chamise,Plantae,47146,"Humphreys Rd San Diego, CA 92106",32.67262268,-117.2413101
Salvia mellifera,black sage,Plantae,50643,"Humphreys Rd San Diego, CA 92106",32.67329407,-117.2408981
Heterotheca grandiflora,Telegraphweed,Plantae,58831,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.67428207,-117.2394867
Opuntia littoralis,coastal prickly pear,Plantae,78266,"2475 Cabrillo Rd San Diego, CA 92106",32.67216873,-117.2440033
Amblyopappus pusillus,dwarf coastweed,Plantae,75404,"2475 Cabrillo Rd San Diego, CA 92106",32.67046356,-117.2444992
Chorizanthe procumbens,prostrate spineflower,Plantae,76315,"2475 Cabrillo Rd San Diego, CA 92106",32.67046356,-117.2444992
Lastarriaea coriacea,leather spineflower,Plantae,58287,"2475 Cabrillo Rd San Diego, CA 92106",32.67059326,-117.2444229
Cardionema ramosissimum,Sandcarpet,Plantae,60988,"2475 Cabrillo Rd San Diego, CA 92106",32.67115402,-117.2444992
Cuscuta pacifica,Goldenthread,Plantae,76553,"2400-2498 Cabrillo Rd San Diego, CA 92106",32.67086029,-117.2432404
Eschscholzia californica,California poppy,Plantae,48225,"2400-2498 Cabrillo Rd San Diego, CA 92106",32.67086029,-117.2432404
Distichlis spicata,Salt Grass,Plantae,58372,"2400-2498 Cabrillo Rd San Diego, CA 92106",32.67086029,-117.2432404
Chorizanthe fimbriata,Fringed Spineflower,Plantae,76308,"2475 Cabrillo Rd San Diego, CA 92106",32.67114258,-117.2437134
Avena barbata,slender wild oat,Plantae,52696,"2475 Cabrillo Rd San Diego, CA 92106",32.6711235,-117.2438965
Dudleya lanceolata,lanceleaf liveforever,Plantae,58137,"2475 Cabrillo Rd San Diego, CA 92106",32.67162323,-117.2439041
Peritoma arborea,Bladderpod,Plantae,78440,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.674868,-117.239514
Sceloporus occidentalis,Western Fence Lizard,Reptilia,36204,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.67415173,-117.2395079
Malacothamnus fasciculatus,chaparral bush-mallow,Plantae,57137,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.67420196,-117.2395093
Astragalus trichopodus,Santa Barbara Milkvetch,Plantae,75688,United States,32.63933682,-117.3328464
Dudleya pulverulenta,Chalk Dudleya,Plantae,76737,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.67371062,-117.2404266
Distichlis spicata,Salt Grass,Plantae,58372,"Humphreys Rd San Diego, CA 92106",32.6708655,-117.2415149
Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713,"1800 Cabrillo Memorial Dr San Diego, CA 92106",32.67408625,-117.240839
Adiantum jordanii,California Maidenhair Fern,Plantae,56032,"Santa Monica Mountains National Recreation Area, Agoura Hills, CA, US",34.11393617,-118.75467
Dudleya edulis,Fingertips,Plantae,76730,"Cabrillo National Monument, San Diego, CA, US",32.67454286,-117.2395787
Acmispon glaber,deerweed,Plantae,53134,"Fort Rosecrans Military RSV, San Diego, CA, US",32.67060188,-117.239982
Asclepias californica,California milkweed,Plantae,51272,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.09625,-118.7452778
Castilleja exserta,purple owl's-clover,Plantae,49343,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.09643611,-118.7451083
Malacothamnus fasciculatus,chaparral bush-mallow,Plantae,57137,"Cabrillo National Monument, San Diego, CA, US",32.67392197,-117.2402997
Eriogonum fasciculatum,California buckwheat,Plantae,54999,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.09621111,-118.7442694
Hesperoyucca whipplei,chaparral yucca,Plantae,58362,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.09618056,-118.7442472
Platanus racemosa,western sycamore,Plantae,58231,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.09641944,-118.7439278
Cuscuta pacifica,Goldenthread,Plantae,76553,"Cabrillo National Monument, San Diego County, US-CA, US",32.67229504,-117.2447863
Eriogonum fasciculatum,California buckwheat,Plantae,54999,"Malibu Creek, Malibu Creek State Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.09643889,-118.7439333
