Scientific.name,Common.name,Iconic.taxon.name,Taxon #,Place.guess,Latitude,Longitude
Kelletia kelletii,Kellet's Whelk,Mollusca,125663,Cabrillo National Monument,32.667749,-117.24527
Micrometrus minimus,Dwarf Surfperch,Actinopterygii,117560,Cabrillo National Monument,32.66747,-117.245434
Colpomenia sinuosa,,Chromista,328391,Cabrillo National Monument,32.667579,-117.245348
Lysmata californica,Red Rock Shrimp,Animalia,123112,"Cabrillo National Monument, San Diego, California, United States",32.66490833,-117.2431417
Californiconus californicus,California Cone,Mollusca,499874,Cabrillo National Monument,32.667217,-117.245391
Ophiothrix spiculata,Western Spiny Brittle Star,Animalia,48835,Cabrillo National Monument,32.66729,-117.245348
Stenoplax conspicua,Conspicuous Chiton,Mollusca,56692,Cabrillo National Monument,32.667037,-117.245434
Aplysia californica,California Seahare,Mollusca,48655,"Cabrillo National Monument, San Diego, California, United States",32.66486111,-117.2431111
Kelletia kelletii,Kellet's Whelk,Mollusca,125663,"Cabrillo National Monument, San Diego, California, United States",32.66475278,-117.243125
Okenia rosacea,Hopkins's Rose Nudibranch,Mollusca,48575,Cabrillo National Monument,32.667073,-117.245305
Tegula eiseni,Western Banded Tegula,Mollusca,200143,Cabrillo National Monument,32.666892,-117.245348
Ophiothrix spiculata,Western Spiny Brittle Star,Animalia,48835,Cabrillo National Monument,32.666928,-117.245262
Codium fragile,Dead Man's Fingers,Plantae,67555,"Cabrillo National Monument, San Diego, California, United States",32.66678333,-117.2449417
Ophiothrix spiculata,Western Spiny Brittle Star,Animalia,48835,Cabrillo National Monument,32.667109,-117.245476
Fissurella volcano,Volcano Keyhole Limpet,Mollusca,64146,Cabrillo National Monument,32.667073,-117.245262
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,Cabrillo National Monument,32.67162,-117.24491
Aplysia californica,California Seahare,Mollusca,48655,Cabrillo National Monument,32.666748,-117.245305
Ophioplocus esmarki,Esmark's brittle star,Animalia,56672,"Cabrillo National Monument, San Diego, California, United States",32.66678889,-117.2449583
Kelletia kelletii,Kellet's Whelk,Mollusca,125663,Cabrillo National Monument,32.666856,-117.245262
Lottia gigantea,Owl Limpet,Mollusca,53750,"Cabrillo National Monument, San Diego, California, United States",32.66779444,-117.2450722
Megastraea undosa,Wavy Turban,Mollusca,121180,Cabrillo National Monument,32.667723,-117.245391
Anthopleura sola,Sunburst Anemone,Animalia,49051,Cabrillo National Monument,32.667254,-117.245305
Pollicipes polymerus,Gooseneck Barnacle,Animalia,48786,Cabrillo National Monument,32.667759,-117.245348
Tegula eiseni,Western Banded Tegula,Mollusca,200143,Cabrillo National Monument,32.667759,-117.245391
Chaetodipus fallax,San Diego Pocket Mouse,Mammalia,44091,Cabrillo National Monument,32.66658,-117.24247
Kelletia kelletii,Kellet's Whelk,Mollusca,125663,"Cabrillo National Monument, San Diego County, US-CA, US",32.66795057,-117.24515
Aplysia californica,California Seahare,Mollusca,48655,"Cabrillo National Monument, San Diego County, US-CA, US",32.66783071,-117.2451345
Megastraea undosa,Wavy Turban,Mollusca,121180,"Cabrillo National Monument, San Diego County, US-CA, US",32.6676725,-117.2451411
Mytilus californianus,California Mussel,Mollusca,62806,"Cabrillo National Monument, San Diego County, US-CA, US",32.66758391,-117.2451306
Phragmatopoma californica,California Sandcastle Worm,Animalia,59635,"Cabrillo National Monument, San Diego County, US-CA, US",32.66753483,-117.2450593
Panulirus interruptus,California Spiny Lobster,Animalia,61371,"Cabrillo National Monument, San Diego County, US-CA, US",32.66747486,-117.2451899
Phragmatopoma californica,California Sandcastle Worm,Animalia,59635,"Cabrillo National Monument, San Diego County, US-CA, US",32.66747771,-117.2451203
Codium fragile,Dead Man's Fingers,Plantae,67555,"Cabrillo National Monument, San Diego County, US-CA, US",32.66749824,-117.2450971
Eisenia arborea,Southern sea palm,Chromista,125879,"Cabrillo National Monument, San Diego County, US-CA, US",32.66847796,-117.2447355
Ligia occidentalis,Western Sea Roach,Animalia,117674,"Cabrillo National Monument, San Diego County, US-CA, US",32.66937181,-117.2449387
Aplysia californica,California Seahare,Mollusca,48655,Cabrillo National Monument,32.667868,-117.245391
Pagurus samuelis,Blueband Hermit Crab,Animalia,49095,"Cabrillo National Monument, San Diego County, US-CA, US",32.66768516,-117.2450976
Silvetia compressa,,Chromista,117815,"Cabrillo National Monument, San Diego County, US-CA, US",32.66760184,-117.2451572
Crimora coneja,Rabbit Dorid,Mollusca,50057,"Cabrillo National Monument, San Diego, California, United States",32.66803056,-117.2450944
Cumagloia andersonii,,Plantae,117779,"Cabrillo National Monument, San Diego County, US-CA, US",32.66914168,-117.245039
Pelia tumida,Dwarf Teardrop Crab,Animalia,295272,"Cabrillo National Monument, San Diego County, US-CA, US",32.66741593,-117.2451564
Ulva californica,,Plantae,133216,"Cabrillo National Monument, San Diego County, US-CA, US",32.6674767,-117.2451456
Aplysia vaccaria,Black Seahare,Mollusca,49857,"Cabrillo National Monument, San Diego County, US-CA, US",32.66751128,-117.2451411
Chaetodipus fallax,San Diego Pocket Mouse,Mammalia,44091,Cabrillo National Monument,32.66683,-117.24246
Tetraclita rubescens,Pink Volcano Barnacle,Animalia,121682,Cabrillo National Monument,32.668012,-117.245391
Phoca vitulina,Harbor Seal,Mammalia,41708,Cabrillo National Monument,32.669024,-117.245648
Megathura crenulata,Giant Keyhole Limpet,Mollusca,48645,"Cabrillo National Monument, San Diego, California, United States",32.66946111,-117.2456056
Anthopleura sola,Sunburst Anemone,Animalia,49051,Cabrillo National Monument,32.66906,-117.245562
Chaetodipus fallax,San Diego Pocket Mouse,Mammalia,44091,Cabrillo National Monument,32.66679,-117.24258
Lottia gigantea,Owl Limpet,Mollusca,53750,Cabrillo National Monument,32.668988,-117.245519
Chaetodipus fallax,San Diego Pocket Mouse,Mammalia,44091,Cabrillo National Monument,32.66681,-117.24246
Panulirus interruptus,California Spiny Lobster,Animalia,61371,Cabrillo National Monument,32.66747,-117.245391
Neotoma bryanti,Bryant's Woodrat,Mammalia,522195,Cabrillo National Monument,32.67152,-117.24481
Nuttallina californica,California Spiny Chiton,Mollusca,63048,point loma tidepools,32.667005,-117.24505
Acrosorium ciliolatum,,Plantae,485334,point loma tidepools,32.667638,-117.245286
Pipilo maculatus,Spotted Towhee,Aves,9420,"Cabrillo National Monument, Point Loma, San Diego, California",32.67431,-117.23733
Thylacodes squamigerus,Scaled Worm Snail,Mollusca,491935,"Cabrillo National Monument, San Diego County, US-CA, US",32.66869107,-117.2449717
Aplysia californica,California Seahare,Mollusca,48655,"Cabrillo National Monument, San Diego County, US-CA, US",32.66846501,-117.2450187
Californiconus californicus,California Cone,Mollusca,499874,"Cabrillo National Monument, San Diego County, US-CA, US",32.66812425,-117.2450998
Aplysia californica,California Seahare,Mollusca,48655,"Cabrillo National Monument, San Diego County, US-CA, US",32.66816511,-117.2451063
Tetraclita rubescens,Pink Volcano Barnacle,Animalia,121682,"Cabrillo National Monument, San Diego County, US-CA, US",32.66809097,-117.2451497
Aplysia californica,California Seahare,Mollusca,48655,"Cabrillo National Monument, San Diego County, US-CA, US",32.66801365,-117.2451662
Olivella biplicata,Purple Dwarf Olive Snail,Mollusca,61804,"Cabrillo National Monument, San Diego County, US-CA, US",32.66831016,-117.2449706
Kelletia kelletii,Kellet's Whelk,Mollusca,125663,"Cabrillo National Monument, San Diego County, US-CA, US",32.66856576,-117.2448902
Pleuroncodes planipes,Tuna Crab,Animalia,117666,"Cabrillo National Monument, San Diego County, US-CA, US",32.66872996,-117.2449853
Pipilo maculatus,Spotted Towhee,Aves,9420,"Cabrillo National Monument, Point Loma, San Diego, California",32.671643,-117.237911
Haemorhous mexicanus,House Finch,Aves,199840,"Cabrillo National Monument, Point Loma, San Diego, California",32.671698,-117.23796
Sceloporus occidentalis longipes,Great Basin Fence Lizard,Reptilia,36207,"Cabrillo National Monument, Point Loma, San Diego, California",32.6732,-117.23755
Apis mellifera,Western Honey Bee,Insecta,47219,"Cabrillo National Monument, Point Loma, San Diego, California",32.67342,-117.23748
Chamaea fasciata,Wrentit,Aves,15256,"Cabrillo National Monument, Point Loma, San Diego, California",32.674255,-117.240813
Oreothlypis celata,Orange-crowned Warbler,Aves,145218,"Cabrillo National Monument, Point Loma, San Diego, California",32.67316,-117.24101
Uta stansburiana elegans,Western Side-blotched Lizard,Reptilia,36100,Cabrillo National Monument,32.673543,-117.242519
Pandion haliaetus,Osprey,Aves,116999,United States,32.61949143,-117.3512169
Peritoma arborea,Bladderpod,Plantae,78440,Cabrillo National Monument,32.673543,-117.242519
Sceloporus occidentalis,Western Fence Lizard,Reptilia,36204,Cabrillo National Monument,32.673543,-117.242519
Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713,"Cabrillo National Monument, San Diego, California, United States",32.67381944,-117.2406528
Falco peregrinus,Peregrine Falcon,Aves,4647,Cabrillo National Monument,32.673543,-117.242519
Dimelaena radiata,,Fungi,218461,"Cabrillo National Monument, San Diego, California, United States",32.67125278,-117.2374806
Flavoparmelia caperata,common greenshield lichen,Fungi,117943,"Cabrillo National Monument, San Diego, California, United States",32.67084444,-117.2389222
Melozone crissalis,California Towhee,Aves,73044,Cabrillo National Monument,32.673543,-117.242519
Uta stansburiana elegans,Western Side-blotched Lizard,Reptilia,36100,Cabrillo National Monument,32.673543,-117.242519
Sceloporus occidentalis,Western Fence Lizard,Reptilia,36204,Cabrillo National Monument,32.673543,-117.242519
Sceloporus occidentalis,Western Fence Lizard,Reptilia,36204,Cabrillo National Monument,32.673543,-117.242519
Uta stansburiana elegans,Western Side-blotched Lizard,Reptilia,36100,Cabrillo National Monument,32.673543,-117.242519
Eriogonum fasciculatum,California buckwheat,Plantae,54999,Cabrillo National Monument,32.673543,-117.242519
Aspidoscelis hyperythrus beldingi,Belding’s Orange-throated Whiptail,Reptilia,734670,Cabrillo National Monument,32.673543,-117.242519
Melozone crissalis,California Towhee,Aves,73044,Cabrillo National Monument,32.673543,-117.242519
Aspidoscelis hyperythrus beldingi,Belding’s Orange-throated Whiptail,Reptilia,734670,Cabrillo National Monument,32.673543,-117.242519
Pepsis,New World Tarantula-hawk Wasps,Insecta,54027,Cabrillo National Monument,32.673543,-117.242519
Murgantia histrionica,Harlequin Bug,Insecta,56756,Cabrillo National Monument,32.673543,-117.242519
Masticophis lateralis lateralis,California Striped Racer,Reptilia,734682,Cabrillo National Monument,32.673543,-117.242519
Sylvilagus audubonii,Desert Cottontail,Mammalia,43115,Cabrillo National Monument,32.673543,-117.242519
Uta stansburiana elegans,Western Side-blotched Lizard,Reptilia,36100,Cabrillo National Monument,32.673543,-117.242519
Malephora crocea,coppery mesemb,Plantae,77946,Cabrillo National Monument,32.673543,-117.242519
Mammillaria dioica,fish hook cactus,Plantae,68191,Cabrillo National Monument,32.673543,-117.242519
Apis mellifera,Western Honey Bee,Insecta,47219,Cabrillo National Monument,32.673543,-117.242519
Uta stansburiana elegans,Western Side-blotched Lizard,Reptilia,36100,Cabrillo National Monument,32.673543,-117.242519
Pipilo maculatus,Spotted Towhee,Aves,9420,Cabrillo National Monument,32.673543,-117.242519
Pipilo maculatus,Spotted Towhee,Aves,9420,Cabrillo National Monument,32.673543,-117.242519
Uta stansburiana elegans,Western Side-blotched Lizard,Reptilia,36100,Cabrillo National Monument,32.673543,-117.242519
Sylvilagus audubonii,Desert Cottontail,Mammalia,43115,Cabrillo National Monument,32.673543,-117.242519
Sceloporus occidentalis,Western Fence Lizard,Reptilia,36204,Cabrillo National Monument,32.673543,-117.242519
Zenaida macroura,Mourning Dove,Aves,3454,Cabrillo National Monument,32.673543,-117.242519
Pelecanus occidentalis californicus,California Brown Pelican,Aves,123829,United States,32.79994422,-117.3628425
Oreothlypis celata,Orange-crowned Warbler,Aves,145218,Cabrillo National Monument,32.673543,-117.242519
Chrysothrix candelaris,gold dust lichen,Fungi,117938,Cabrillo National Monument,32.673543,-117.242519
Pleuroncodes planipes,Tuna Crab,Animalia,117666,"Cabrillo National Monument, San Diego County, US-CA, US",32.666567,-117.245476
Pachygrapsus crassipes,Striped Shore Crab,Animalia,47188,"Cabrillo National Monument, San Diego, California, United States",32.66919444,-117.2451861
Epiactis prolifera,Brooding Anemone,Animalia,49060,Cabrillo National Monument,32.66729,-117.245562
Cyanoplax hartwegii,,Mollusca,131185,"Cabrillo National Monument, San Diego, California, United States",32.66914444,-117.2452083
Epiactis prolifera,Brooding Anemone,Animalia,49060,Cabrillo National Monument,32.667506,-117.245562
Kelletia kelletii,Kellet's Whelk,Mollusca,125663,"Cabrillo National Monument, San Diego, California, United States",32.66891111,-117.2448806
Aplysia californica,California Seahare,Mollusca,48655,"Cabrillo National Monument, San Diego, California, United States",32.6687,-117.2448056
Anthopleura sola,Sunburst Anemone,Animalia,49051,Cabrillo National Monument,32.667398,-117.245391
Epiactis prolifera,Brooding Anemone,Animalia,49060,Cabrillo National Monument,32.667001,-117.245605
Anthopleura elegantissima,Aggregating Anemone,Animalia,52564,Cabrillo National Monument,32.66747,-117.245305
Girella nigricans,Rudderfish,Actinopterygii,81963,Cabrillo National Monument,32.667687,-117.245391
Kelletia kelletii,Kellet's Whelk,Mollusca,125663,Cabrillo National Monument,32.667434,-117.245047
Anthopleura sola,Sunburst Anemone,Animalia,49051,Cabrillo National Monument,32.667687,-117.245219
Norrisia norrisii,Norris's Topsnail,Mollusca,428550,Cabrillo National Monument,32.667434,-117.245434
Cyanoplax hartwegii,,Mollusca,131185,Cabrillo National Monument,32.667037,-117.245305
Lottia gigantea,Owl Limpet,Mollusca,53750,Cabrillo National Monument,32.667506,-117.245262
Lottia gigantea,Owl Limpet,Mollusca,53750,Cabrillo National Monument,32.667615,-117.24509
Silvetia compressa,,Chromista,117815,Cabrillo National Monument,32.667579,-117.245605
Sargassum muticum,Japanese Wireweed,Chromista,130177,Cabrillo National Monument,32.666809,-117.245476
Ulva californica,,Plantae,133216,Cabrillo National Monument,32.66729,-117.245305
Epiactis prolifera,Brooding Anemone,Animalia,49060,Cabrillo National Monument,32.667434,-117.245047
Pachygrapsus crassipes,Striped Shore Crab,Animalia,47188,Cabrillo National Monument,32.667181,-117.245219
Aplysia californica,California Seahare,Mollusca,48655,Cabrillo National Monument,32.667001,-117.245262
Octopus bimaculoides,Lesser Two-spot Octopus,Mollusca,54509,"Cabrillo National Monument, San Diego, California, United States",32.66825833,-117.2450111
Dudleya pulverulenta,Chalk Dudleya,Plantae,76737,Cabrillo National Monument,32.673543,-117.242519
Sceloporus occidentalis,Western Fence Lizard,Reptilia,36204,Cabrillo National Monument,32.673543,-117.242519
Aspidoscelis hyperythrus beldingi,Belding’s Orange-throated Whiptail,Reptilia,734670,Cabrillo National Monument,32.673543,-117.242519
Aspidoscelis hyperythrus beldingi,Belding’s Orange-throated Whiptail,Reptilia,734670,Cabrillo National Monument,32.673543,-117.242519
Neotoma bryanti,Bryant's Woodrat,Mammalia,522195,"Cabrillo National Monument, San Diego County, US-CA, US",32.66679852,-117.2421396
Neotoma bryanti,Bryant's Woodrat,Mammalia,522195,"Cabrillo National Monument, San Diego, CA, US",32.67151175,-117.244812
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego County, US-CA, US",32.66679215,-117.2421138
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego County, US-CA, US",32.66706612,-117.2426799
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego, CA, US",32.67176472,-117.2449944
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego County, US-CA, US",32.67159054,-117.2449682
Chaetodipus fallax,San Diego Pocket Mouse,Mammalia,44091,"Cabrillo National Monument, San Diego County, US-CA, US",32.66685179,-117.242393
Neotoma bryanti,Bryant's Woodrat,Mammalia,522195,"Cabrillo National Monument, San Diego County, US-CA, US",32.66693427,-117.2427141
Neotoma bryanti,Bryant's Woodrat,Mammalia,522195,"Cabrillo National Monument, San Diego, CA, US",32.67533398,-117.2452657
Chaetodipus fallax,San Diego Pocket Mouse,Mammalia,44091,"Cabrillo National Monument, San Diego County, US-CA, US",32.67537505,-117.2453022
Chaetodipus fallax,San Diego Pocket Mouse,Mammalia,44091,"Cabrillo National Monument, San Diego County, US-CA, US",32.66645922,-117.2424641
Chaetodipus fallax,San Diego Pocket Mouse,Mammalia,44091,"Fort Rosecrans Military RSV, San Diego, CA, US",32.66686969,-117.2425653
Chaetodipus fallax,San Diego Pocket Mouse,Mammalia,44091,"Cabrillo National Monument, San Diego County, US-CA, US",32.66714704,-117.2427837
Uta stansburiana elegans,Western Side-blotched Lizard,Reptilia,36100,"Cabrillo National Monument, San Diego County, US-CA, US",32.66896167,-117.2381583
Sceloporus occidentalis,Western Fence Lizard,Reptilia,36204,"Cabrillo National Monument, San Diego County, US-CA, US",32.675075,-117.23752
Silvetia compressa,,Chromista,117815,"Pacific Ocean, , , MX",32.66810229,-117.245129
Lottia gigantea,Owl Limpet,Mollusca,53750,"Cabrillo National Monument, San Diego County, US-CA, US",32.66683205,-117.2448071
Lottia scabra,Rough Limpet,Mollusca,48750,"Cabrillo National Monument, San Diego County, US-CA, US",32.66695112,-117.244791
Mexacanthina lugubris,Dark Unicorn,Mollusca,292590,"Cabrillo National Monument, San Diego County, US-CA, US",32.66706146,-117.2448639
Anthopleura elegantissima,Aggregating Anemone,Animalia,52564,"Cabrillo National Monument, San Diego County, US-CA, US",32.66714273,-117.2449441
Mytilus californianus,California Mussel,Mollusca,62806,"Cabrillo National Monument, San Diego County, US-CA, US",32.66714436,-117.2449506
Lottia strigatella,,Mollusca,347320,"Cabrillo National Monument, San Diego County, US-CA, US",32.66760733,-117.2450757
Olivella biplicata,Purple Dwarf Olive Snail,Mollusca,61804,"Cabrillo National Monument, San Diego County, US-CA, US",32.66763835,-117.2450729
Mytilus californianus,California Mussel,Mollusca,62806,"Cabrillo National Monument, San Diego County, US-CA, US",32.66756983,-117.2450864
Tetraclita rubescens,Pink Volcano Barnacle,Animalia,121682,"Cabrillo National Monument, San Diego County, US-CA, US",32.66764895,-117.2450791
Pleuroncodes planipes,Tuna Crab,Animalia,117666,"Pacific Ocean, , , MX",32.66810229,-117.245129
Epiactis prolifera,Brooding Anemone,Animalia,49060,"Cabrillo National Monument, San Diego County, US-CA, US",32.66811333,-117.24513
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego, CA, US",32.67716182,-117.2421179
Crassadoma gigantea,Giant Rock Scallop,Mollusca,54526,"Cabrillo National Monument, San Diego County, US-CA, US",32.6671496,-117.2448722
Procyon lotor,Common Raccoon,Mammalia,41663,cabrillo national monument,32.669003,-117.241073
Procyon lotor,Common Raccoon,Mammalia,41663,cabrillo national monument,32.673564,-117.237318
Mammillaria dioica,fish hook cactus,Plantae,68191,"Cabrillo National Monument, San Diego, CA, US",32.67311167,-117.243155
Carpobrotus edulis,sea fig,Plantae,49322,"Fort Rosecrans Military RSV, San Diego, CA, US",32.67053667,-117.2402333
Chorizanthe fimbriata,Fringed Spineflower,Plantae,76308,"Fort Rosecrans Military RSV, San Diego, CA, US",32.66957833,-117.241455
Procyon lotor,Common Raccoon,Mammalia,41663,"Cabrillo National Monument, San Diego County, US-CA, US",32.668268,-117.244193
Armadillidium vulgare,Common Pill Woodlouse,Animalia,56083,"515B Cabrillo Memorial Dr San Diego, CA 92106",32.677755,-117.243903
Sargassum muticum,Japanese Wireweed,Chromista,130177,"2475 Cabrillo Rd San Diego, CA 92106",32.66851448,-117.2447537
Sceloporus occidentalis,Western Fence Lizard,Reptilia,36204,Cabrillo National Monument,32.673543,-117.242519
Rhus integrifolia,lemonade berry,Plantae,55009,point loma tidepools,32.674562,-117.239011
Pipilo maculatus,Spotted Towhee,Aves,9420,point loma tidepools,32.675402,-117.23927
Tetraclita rubescens,Pink Volcano Barnacle,Animalia,121682,point loma tidepools,32.667653,-117.245211
Pandion haliaetus,Osprey,Aves,116999,United States,32.64561054,-117.242169
Gryllodes sigillatus,Tropical House Cricket,Insecta,154340,"Cabrillo National Monument, Point Loma, San Diego, California",32.67474,-117.24155
Salvia mellifera,black sage,Plantae,50643,"Cabrillo National Monument, San Diego County, US-CA, US",32.67324261,-117.2412582
Euphorbia misera,cliff spurge,Plantae,77116,United States,32.76902666,-117.3572394
Salvia mellifera,black sage,Plantae,50643,"2475 Cabrillo Rd San Diego, CA 92106",32.67160296,-117.2435296
Rhus integrifolia,lemonade berry,Plantae,55009,"2400-2498 Cabrillo Rd San Diego, CA 92106",32.6707145,-117.2433616
Eriogonum fasciculatum,California buckwheat,Plantae,54999,"2400-2498 Cabrillo Rd San Diego, CA 92106",32.6697868,-117.242856
Armadillidium vulgare,Common Pill Woodlouse,Animalia,56083,"Cabrillo National Monument, Point Loma, San Diego, California",32.67454,-117.24068
Lottia fenestrata,Chocolate Limpet,Mollusca,129860,point loma tidepools,32.668829,-117.244859
Judolia sexspilota,,Insecta,269854,"Cabrillo National Monument, Point Loma, San Diego, California",32.67223,-117.24423
Blatta orientalis,Oriental Cockroach,Insecta,154213,"Cabrillo National Monument, Point Loma, San Diego, California",32.67496,-117.24193
Tegula eiseni,Western Banded Tegula,Mollusca,200143,point loma tidepools,32.667006,-117.245087
Pipilo maculatus,Spotted Towhee,Aves,9420,"Cabrillo National Monument, Point Loma, San Diego, California",32.66976,-117.23976
Eriogonum fasciculatum,California buckwheat,Plantae,54999,"Cabrillo National Monument, San Diego County, US-CA, US",32.67326043,-117.2412739
Astragalus trichopodus,Santa Barbara Milkvetch,Plantae,75688,United States,32.79237769,-117.2331026
Pseudognaphalium biolettii,two-color rabbit tobacco,Plantae,58829,"Cabrillo National Monument, San Diego, CA, US",32.6774655,-117.2423206
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego County, US-CA, US",32.6668867,-117.2432931
Chaetodipus fallax,San Diego Pocket Mouse,Mammalia,44091,"Cabrillo National Monument, San Diego County, US-CA, US",32.66686038,-117.2432054
Lottia gigantea,Owl Limpet,Mollusca,53750,"Cabrillo National Monument, San Diego County, US-CA, US",32.665197,-117.244343
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego County, US-CA, US",32.66690279,-117.2434994
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego County, US-CA, US",32.66698443,-117.2430458
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego County, US-CA, US",32.66696356,-117.2430752
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego County, US-CA, US",32.67197167,-117.2446383
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego County, US-CA, US",32.67197263,-117.2446387
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego County, US-CA, US",32.67540179,-117.2457434
Peromyscus fraterculus,Northern Baja Deer Mouse,Mammalia,74855,"Cabrillo National Monument, San Diego, CA, US",32.67716534,-117.2420616
Anthopleura sola,Sunburst Anemone,Animalia,49051,"Cabrillo National Monument, San Diego County, US-CA, US",32.66754786,-117.2451251
Dudleya pulverulenta,Chalk Dudleya,Plantae,76737,"Cabrillo National Monument, San Diego County, US-CA, US",32.67139545,-117.2409901
Cylindropuntia prolifera,Coast Cholla,Plantae,76567,"Cabrillo National Monument, San Diego County, US-CA, US",32.66683964,-117.2431137
Neotoma bryanti,Bryant's Woodrat,Mammalia,522195,"Cabrillo National Monument, San Diego County, US-CA, US",32.67199669,-117.2443752
Neotoma bryanti,Bryant's Woodrat,Mammalia,522195,"Cabrillo National Monument, San Diego County, US-CA, US",32.67543633,-117.2456522
Neotoma bryanti,Bryant's Woodrat,Mammalia,522195,"Cabrillo National Monument, San Diego County, US-CA, US",32.66702701,-117.2430634
Chaetodipus fallax,San Diego Pocket Mouse,Mammalia,44091,"Cabrillo National Monument, San Diego County, US-CA, US",32.66692689,-117.2431104
Aspidoscelis hyperythrus beldingi,Belding’s Orange-throated Whiptail,Reptilia,734670,"Cabrillo National Monument, San Diego County, US-CA, US",32.675075,-117.23752
Dudleya pulverulenta,Chalk Dudleya,Plantae,76737,"Cabrillo National Monument, San Diego, CA, US",32.673205,-117.243195
Aphanisma blitoides,aphanisma,Plantae,75488,United States,32.60701119,-117.3507893
Suaeda taxifolia,Woolly Seablite,Plantae,79288,United States,32.73737454,-117.2906882
Atriplex semibaccata,berry saltbush,Plantae,60177,"Cabrillo National Monument, San Diego, CA, US",32.67478833,-117.2459867
Clematis pauciflora,Southern California clematis,Plantae,76393,"Fort Rosecrans Military RSV, San Diego, CA, US",32.66834167,-117.2404717
Leptosyne maritima,Sea Dahlia,Plantae,77711,United States,32.76430356,-117.2659171
Prenolepis imparis,Small Honey Ant,Insecta,68142,"515B Cabrillo Memorial Dr San Diego, CA 92106",32.67593195,-117.2429123
Mammillaria dioica,fish hook cactus,Plantae,68191,"Cabrillo National Monument, San Diego, CA, US",32.67411167,-117.2432033
Exochomus fasciatus,Batman Lady Beetle,Insecta,320350,"San Diego County, US-CA, US",32.67663015,-117.242912
Lycium californicum,California boxthorn,Plantae,77904,"Cabrillo National Monument, San Diego, CA, US",32.67478667,-117.2459867
Rhamnus crocea,Redberry Buckthorn,Plantae,57243,"Bayside Trl, San Diego, CA, US",32.67046333,-117.23825
Agave shawii,Shaw's Agave,Plantae,75297,"Cabrillo National Monument, San Diego, CA, US",32.67492833,-117.245955
Thylacodes squamigerus,Scaled Worm Snail,Mollusca,491935,"Cabrillo National Monument, San Diego County, US-CA, US",32.6690401,-117.2451421
Silvetia compressa,,Chromista,117815,"Cabrillo National Monument, San Diego County, US-CA, US",32.66901801,-117.2451219
Colpomenia sinuosa,,Chromista,328391,"Cabrillo National Monument, San Diego County, US-CA, US",32.66894035,-117.2450133
Kelletia kelletii,Kellet's Whelk,Mollusca,125663,"Cabrillo National Monument, San Diego County, US-CA, US",32.66887434,-117.2449049
Cryptantha intermedia,Clearwater cryptantha,Plantae,57699,"Cabrillo Natl Monument, San Diego, CA, US",32.670405,-117.2382667
Oligomeris linifolia,lineleaf whitepuff,Plantae,78255,"Humphreys Rd San Diego, CA 92106",32.66740799,-117.2394409
Aspidoscelis hyperythrus beldingi,Belding’s Orange-throated Whiptail,Reptilia,734670,"Cabrillo National Monument, San Diego County, US-CA, US",32.6670371,-117.2420784
Sceloporus occidentalis longipes,Great Basin Fence Lizard,Reptilia,36207,"San Diego, CA",32.668953,-117.238202
Paruroctonus silvestrii,California common scorpion,Arachnida,56810,"Humphreys Rd San Diego, CA 92106",32.66970243,-117.2412733
Paruroctonus silvestrii,California common scorpion,Arachnida,56810,"Cabrillo National Monument, San Diego County, US-CA, US",32.666389,-117.2417531
Chamaea fasciata,Wrentit,Aves,15256,"Cabrillo National Monument, Point Loma, San Diego, California",32.67272,-117.23857
Uta stansburiana elegans,Western Side-blotched Lizard,Reptilia,36100,Cabrillo national monument,32.669094,-117.239206
Argiope argentata,Silver Garden Orbweaver,Arachnida,67706,Cabrillo national monument,32.675379,-117.245922
Polycauliona bolacina,Waxy Firedot Lichen,Fungi,463823,Cabrillo national monument,32.674238,-117.244916
Notiosorex crawfordi,Crawford's Gray Shrew,Mammalia,46918,cabrillo national monument,32.668055,-117.242478
Mirabilis laevis crassifolia,California four o'clock,Plantae,81126,"Cabrillo National Monument, San Diego, CA, US",32.67307,-117.2432333
Sisymbrium irio,London rocket,Plantae,58085,"Fort Rosecrans Military RSV, San Diego, CA, US",32.66911667,-117.238905
